Time	1st	2nd	3rd	4th	5th	6th	7th	8th	9th	10th
0.168	-1.024	-1.024	0.272	-1.024	-0.096	0.272	-1.024	-1.024	-1.024	-0.296
0.17	-1.024	-1.024	0.12	-1.024	-0.28	0.248	-1.024	-1.024	-1.024	-0.048
0.172	-1.024	-1.024	-0.048	-1.024	-0.32	0.016	-1.024	-1.024	-1.024	0.168
0.174	-1.024	-1.024	-0.176	-1.024	-0.08	-0.136	-1.024	-1.024	-1.024	0.256
0.176	-1.024	-1.024	-0.32	-1.024	0.112	-0.32	-1.024	-1.024	-1.024	0.248
0.178	-1.024	-1.024	-0.176	-1.024	0.264	-0.28	-1.024	-1.024	-1.024	0.168
0.18	-1.024	-1.024	0.032	-1.024	0.248	-1.024	-1.024	-1.024	-1.024	-1.024
0.182	-1.024	-1.024	-1.024	-1.024	0.192	-1.024	-1.024	-1.024	-1.024	-1.024
0.184	-1.024	-1.024	-1.024	-1.024	0.024	-1.024	-1.024	-1.024	-1.024	-1.024
0.186	-1.024	-1.024	-1.024	-1.024	-0.264	-1.024	-1.024	-1.024	-1.024	-1.024
0.188	-1.024	-1.024	-1.024	-1.024	-0.288	-1.024	-1.024	-1.024	-1.024	-1.024
0.19	-1.024	-1.024	-1.024	-1.024	-0.16	-1.024	-1.024	-1.024	-1.024	-1.024
0.192	-1.024	-1.024	-1.024	-1.024	0.088	-1.024	-1.024	-1.024	-1.024	-1.024
0.194	-1.024	-1.024	-1.024	-1.024	0.208	-1.024	-1.024	-1.024	-1.024	-1.024
0.196	-1.024	-1.024	-1.024	-1.024	0.312	-1.024	-1.024	-1.024	-1.024	-1.024
0.198	-1.024	-1.024	-1.024	-1.024	0.248	-1.024	-1.024	-1.024	-1.024	-1.024
0.2	-1.024	-1.024	-1.024	-1.024	0.072	-1.024	-1.024	-1.024	-1.024	-1.024
0.202	-1.024	-1.024	-1.024	-1.024	-0.184	-1.024	-1.024	-1.024	-1.024	-1.024
0.204	-1.024	-1.024	-1.024	-1.024	-0.296	-1.024	-1.024	-1.024	-1.024	-1.024
0.206	-1.024	-1.024	-1.024	-1.024	-0.224	-1.024	-1.024	-1.024	-1.024	-1.024
0.208	-1.024	-1.024	-1.024	-1.024	-0.016	-1.024	-1.024	-1.024	-1.024	-1.024
0.21	-1.024	-1.024	-1.024	-1.024	0.12	-1.024	-1.024	-1.024	-1.024	-1.024
0.212	-1.024	-1.024	-1.024	-1.024	0.296	-1.024	-1.024	-1.024	-1.024	-1.024
0.214	-1.024	-1.024	-1.024	-1.024	0.28	-1.024	-1.024	-1.024	-1.024	-1.024
0.216	-1.024	-1.024	-1.024	-1.024	0.096	-1.024	-1.024	-1.024	-1.024	-1.024
0.218	-0.024	-1.024	-1.024	-1.024	-0.048	-1.024	-1.024	-1.024	-1.024	-1.024
