Time	1st	2nd	3rd	4th	5th	6th	7th	8th	9th	10th
0.262	-0.992	-0.992	-0.992	-0.992	-0.04	-0.992	-0.992	-0.992	-0.992	0.248
0.264	-0.992	-0.992	-0.992	-0.992	0.144	-0.992	-0.992	-0.992	-0.992	0.064
0.266	-0.992	-0.992	-0.992	-0.992	0.32	-0.992	-0.992	-0.992	-0.992	-0.12
0.268	-0.992	-0.992	-0.992	-0.992	0.24	-0.992	-0.992	-0.992	-0.992	-0.216
0.27	-0.992	-0.992	-0.992	-0.992	0.096	-0.992	-0.992	-0.992	-0.992	-0.224
0.272	-0.992	-0.992	-0.992	-0.992	-0.136	-0.992	-0.992	-0.992	-0.992	-0.128
0.274	-0.992	-0.992	-0.992	-0.992	-0.296	-0.992	-0.992	-0.992	-0.992	0.128
0.276	-0.992	-0.992	-0.992	-0.992	-0.344	-0.992	-0.992	-0.992	-0.992	0.224
0.278	-0.992	-0.992	-0.992	-0.992	-0.16	-0.992	-0.992	-0.992	-0.992	0.184
0.28	-0.992	-0.992	-0.992	-0.992	0.104	-0.992	-0.992	-0.992	-0.992	0.152
0.282	-0.992	-0.992	-0.992	-0.992	0.296	-0.992	-0.992	-0.992	-0.992	-0.056
0.284	-0.992	-0.992	-0.992	-0.992	0.296	-0.992	-0.992	-0.992	-0.992	-0.232
0.286	-0.992	-0.992	-0.992	-0.992	0.128	-0.992	-0.992	-0.992	-0.992	-0.2
0.288	-0.992	-0.992	-0.992	-0.992	-0.032	-0.992	-0.992	-0.992	-0.992	-0.144
0.29	-0.992	-0.992	-0.992	-0.992	-0.248	-0.992	-0.992	-0.992	-0.992	0.072
0.292	-0.992	-0.992	-0.992	-0.992	-0.368	-0.992	-0.992	-0.992	-0.992	0.176
0.294	-0.992	-0.992	-0.992	-0.992	-0.208	-0.992	-0.992	-0.992	-0.992	0.328
0.296	-0.992	-0.992	-0.992	-0.992	-0.04	-0.992	-0.992	-0.992	-0.992	0.232
0.298	-0.992	-0.992	-0.992	-0.992	0.2	-0.992	-0.992	-0.992	-0.992	0.016
0.3	-0.992	-0.992	-0.992	-0.992	0.384	-0.992	-0.992	-0.992	-0.992	-0.16
0.302	-0.992	-0.992	-0.992	-0.992	0.232	-0.992	-0.992	-0.992	-0.992	-0.224
0.304	-0.992	-0.992	-0.992	-0.992	-0.016	-0.992	-0.992	-0.992	-0.992	-0.136
0.306	-0.992	-0.992	-0.992	-0.992	-0.184	-0.992	-0.992	-0.992	-0.992	-0.032
0.308	-0.992	-0.992	-0.992	-0.992	-0.288	-0.992	-0.992	-0.992	-0.992	0.128
0.31	-0.992	-0.992	-0.992	-0.992	-0.232	-0.992	-0.992	-0.992	-0.992	0.248
0.312	-0.992	-0.992	-0.992	-0.992	-0.032	-0.992	-0.992	-0.992	-0.992	0.184
0.314	-0.992	-0.992	-0.992	-0.992	0.224	-0.992	-0.992	-0.992	0.208	0.104
0.316	-0.992	-0.992	-0.992	-0.992	0.288	-0.992	-0.992	-0.992	0.2	-0.104
0.318	-0.992	-0.992	-0.992	-0.992	0.28	-0.992	-0.992	-0.992	0.28	-0.184
0.32	-0.992	-0.992	-0.992	-0.992	0.064	-0.992	-0.992	-0.992	0.08	-0.296
0.322	-0.992	-0.992	-0.112	-0.992	-0.104	-0.992	-0.992	-0.992	-0.128	-0.12
0.324	-0.992	-0.992	-0.296	-0.992	-0.36	-0.992	-0.992	-0.992	-0.208	0.104
0.326	-0.992	-0.992	-0.352	-0.992	-0.312	-0.992	-0.992	-0.992	-0.344	0.208
0.328	-0.992	-0.992	-0.056	-0.992	-0.128	-0.992	-0.992	-0.992	-0.104	0.248
0.33	-0.992	-0.992	0.064	-0.992	0.064	-0.992	-0.992	-0.992	0.024	0.168
0.332	-0.992	-0.992	0.336	-0.992	0.2	-0.992	-0.992	-0.992	0.096	-0.12
0.334	-0.992	-0.992	0.28	-0.992	0.288	-0.992	-0.992	-0.992	0.2	-0.224
0.336	-0.992	-0.992	0.128	-0.992	0.128	-0.992	-0.992	-0.992	0.112	-0.272
0.338	-0.992	-0.992	-0.096	-0.992	-0.08	-0.992	-0.992	-0.992	-0.056	-0.12
0.34	-0.992	-0.992	-0.264	-0.992	-0.248	-0.992	-0.992	-0.992	-0.184	0.048
0.342	-0.992	-0.992	-0.312	-0.992	-0.36	-0.992	-0.992	-0.992	-0.224	0.224
0.344	-0.992	-0.992	-0.168	-0.992	-0.16	-0.992	-0.992	-0.992	-0.248	0.248
0.346	-0.992	-0.992	0.056	-0.992	0.024	-0.992	-0.992	-0.992	0.024	0.248
0.348	-0.992	-0.992	0.176	-0.992	0.256	-0.992	-0.992	-0.992	0.16	-0.008
0.35	-0.992	-0.992	0.232	-0.992	0.224	-0.992	-0.992	-0.992	0.192	-0.144
0.352	-0.992	-0.992	0.224	-0.992	0.232	-0.992	-0.992	-0.992	0.2	-0.32
0.354	-0.992	-0.992	-0.056	-0.992	0	-0.992	-0.992	-0.992	0.024	-0.144
0.356	-0.992	-0.992	-0.184	-0.992	-0.136	-0.992	-0.992	-0.992	-0.12	0.008
0.358	-0.992	-0.992	-0.32	-0.992	-0.296	-0.992	-0.992	-0.992	-0.232	0.128
0.36	-0.992	-0.992	-0.264	-0.992	-0.328	-0.992	-0.992	-0.992	-0.248	0.256
0.362	-0.992	-0.992	-0.056	-0.992	-0.08	-0.992	-0.992	-0.992	-0.008	0.24
0.364	-0.992	-0.992	0.208	-0.992	0.128	-0.992	-0.992	-0.992	0.104	0.16
0.366	-0.992	-0.992	0.232	-0.992	0.296	-0.992	-0.992	-0.992	0.192	-0.08
0.368	-0.992	-0.992	0.272	-0.992	0.288	-0.992	-0.992	-0.992	0.256	-0.264
0.37	-0.992	-0.992	0.096	-0.992	0.144	-0.992	-0.992	-0.992	0.056	-0.288
0.372	-0.992	-0.992	-0.136	-0.992	-0.128	-0.992	-0.992	-0.992	-0.072	-0.088
0.374	-0.992	-0.992	-0.312	-0.992	-0.288	-0.992	-0.992	-0.992	-0.128	0.072
0.376	-0.992	-0.992	-0.272	-0.992	-0.36	-0.992	-0.992	-0.992	-0.336	0.144
0.378	-0.992	-0.992	-0.128	-0.992	-0.12	-0.992	-0.992	-0.992	-0.032	0.224
0.38	-0.992	-0.992	0.152	-0.992	0.056	-0.992	-0.992	-0.992	0.024	0.104
0.382	-0.992	-0.992	0.248	-0.992	0.28	-0.992	-0.992	-0.992	0.24	-0.04
0.384	-0.992	-0.992	0.232	-0.992	0.28	-0.992	-0.992	-0.992	0.24	-0.184
0.386	-0.992	-0.992	0.104	-0.992	0.232	-0.992	-0.992	-0.992	0.232	-0.312
0.388	-0.992	-0.992	-0.08	-0.992	-0.128	-0.992	-0.992	-0.992	0.016	-0.176
0.39	-0.992	-0.992	-0.232	-0.992	-0.2	-0.992	-0.992	-0.992	-0.232	0.08
0.392	-0.992	-0.992	-0.312	-0.992	-0.288	-0.992	-0.992	-0.992	-0.208	0.144
0.394	-0.992	-0.992	-0.088	-0.992	-0.232	-0.992	-0.992	-0.992	-0.224	0.288
0.396	-0.992	-0.992	0.048	-0.992	0.016	-0.992	-0.992	-0.992	-0.136	0.232
0.398	-0.992	-0.992	0.184	-0.992	0.2	-0.992	-0.992	-0.992	0.176	0.016
0.4	-0.992	-0.992	0.288	-0.992	0.264	-0.992	-0.992	-0.992	0.248	-0.064
0.402	-0.992	-0.992	0.184	-0.992	0.232	-0.992	-0.992	-0.992	0.352	-0.24
0.404	-0.992	-0.992	0.016	-0.992	0	-0.992	-0.992	-0.992	0.064	-0.208
0.406	-0.992	-0.992	-0.24	-0.992	-0.144	-0.992	-0.992	-0.992	-0.168	-0.064
0.408	-0.992	-0.992	-0.368	-0.992	-0.304	-0.992	-0.992	-0.992	-0.232	0.152
0.41	-0.992	-0.992	-0.264	-0.992	-0.288	-0.992	-0.992	-0.992	-0.224	0.248
0.412	-0.992	-0.992	-0.032	-0.992	-0.032	-0.992	-0.992	-0.992	-0.056	0.184
0.414	-0.992	-0.992	0.152	-0.992	0.152	-0.992	-0.992	-0.992	0.112	0.064
0.416	-0.992	-0.992	0.328	-0.992	0.28	-0.992	-0.992	-0.992	0.304	-0.024
0.418	-0.992	-0.992	0.176	-0.992	0.312	-0.992	-0.992	-0.992	0.256	-0.24
0.42	-0.992	-0.992	0.048	-0.992	0.072	-0.992	-0.992	-0.992	0.072	-0.232
0.422	-0.992	-0.992	-0.232	-0.992	-0.128	-0.992	-0.992	-0.992	-0.16	-0.128
0.424	-0.992	-0.992	-0.32	-0.992	-0.288	-0.992	-0.992	-0.992	-0.2	0.08
0.426	-0.992	-0.992	-0.336	-0.992	-0.248	-0.992	-0.992	-0.992	-0.232	0.264
0.428	-0.992	-0.992	-0.096	-0.992	-0.12	-0.992	-0.992	-0.992	-0.088	0.232
0.43	-0.992	-0.992	0.152	-0.992	0.072	-0.992	-0.992	-0.992	0.104	0.144
0.432	-0.992	-0.992	0.256	-0.992	0.232	-0.992	-0.992	-0.992	0.208	-0.08
0.434	-0.992	-0.992	0.304	-0.992	0.28	-0.992	-0.992	-0.992	0.256	-0.272
0.436	-0.992	-0.992	0.096	-0.992	0.24	-0.992	-0.992	-0.992	0.152	-0.272
0.438	-0.992	-0.992	-0.144	-0.992	-0.048	-0.992	-0.992	-0.992	0.008	-0.168
0.44	-0.992	-0.992	-0.312	-0.992	-0.192	-0.992	-0.992	-0.992	-0.144	0.024
0.442	-0.992	-0.992	-0.304	-0.992	-0.384	-0.992	-0.992	-0.992	-0.232	0.144
0.444	-0.992	-0.992	-0.184	-0.992	-0.2	-0.992	-0.992	-0.992	-0.184	0.264
0.446	-0.992	-0.992	0.072	-0.992	0.04	-0.992	-0.992	-0.992	0.08	0.192
0.448	-0.992	-0.992	0.256	-0.992	0.232	-0.992	-0.992	-0.992	0.152	-0.032
0.45	-0.992	-0.992	0.312	-0.992	0.264	-0.992	-0.992	-0.992	0.256	-0.184
0.452	-0.992	-0.992	0.16	-0.992	0.224	-0.992	-0.992	-0.992	0.256	-0.248
0.454	-0.992	-0.992	-0.072	-0.992	-0.032	-0.992	-0.008	-0.992	0.048	-0.184
0.456	-0.992	-0.992	-0.272	-0.992	-0.168	-0.992	-0.232	-0.992	-0.072	-0.056
0.458	-0.992	-0.992	-0.296	-0.992	-0.312	-0.992	-0.272	-0.992	-0.264	0.136
0.46	-0.992	-0.992	-0.28	-0.992	-0.28	-0.992	-0.256	-0.992	-0.264	0.264
0.462	0.12	-0.992	0	-0.992	-0.056	-0.992	-0.056	-0.992	-0.056	0.224
0.464	0.232	-0.992	0.208	-0.992	0.128	-0.992	0.144	-0.992	0.088	0.088
0.466	0.264	-0.992	0.304	-0.992	0.288	-0.992	0.304	-0.992	0.2	-0.192
0.468	0.152	-0.992	0.216	-0.992	0.28	-0.992	0.192	-0.992	0.304	-0.16
0.47	-0.112	-0.992	0.072	-0.992	0.12	-0.992	0.032	-0.992	0.032	-0.248
0.472	-0.208	-0.992	-0.168	-0.992	-0.08	-0.992	-0.12	-0.992	-0.128	-0.12
0.474	-0.28	-0.992	-0.336	-0.992	-0.312	-0.992	-0.232	-0.992	-0.16	0.112
0.476	-0.144	-0.992	-0.296	-0.992	-0.288	-0.992	-0.176	-0.992	-0.232	0.2
0.478	0.04	-0.992	-0.08	-0.992	-0.216	-0.992	-0.112	-0.992	-0.152	0.288
0.48	0.16	-0.992	0.168	-0.992	0.088	-0.992	0.128	-0.992	0.064	0.112
0.482	0.232	-0.992	0.328	-0.992	0.248	-0.992	0.272	-0.992	0.112	-0.048
0.484	0.152	-0.992	0.24	-0.992	0.328	-0.992	0.2	-0.992	0.24	-0.232
0.486	-0.032	-0.992	0.152	-0.992	0.192	0.248	0.128	-0.992	0.112	-0.288
0.488	-0.184	-0.992	-0.144	-0.992	-0.08	0.272	-0.056	-0.992	0.008	-0.128
0.49	-0.312	-0.992	-0.248	-0.992	-0.24	0.296	-0.208	-0.992	-0.176	0.064
0.492	-0.2	-0.992	-0.344	-0.992	-0.328	-0.088	-0.224	-0.992	-0.336	0.224
0.494	0.024	-0.992	-0.144	-0.992	-0.248	-0.224	-0.152	-0.992	-0.128	0.24
0.496	0.152	-0.992	0.024	-0.992	-0.04	-0.336	0.072	-0.992	0.032	0.176
0.498	0.216	-0.992	0.208	-0.992	0.208	-0.152	0.232	-0.992	0.064	0.024
0.5	0.216	-0.992	0.304	-0.992	0.36	0.024	0.296	-0.992	0.264	-0.12
0.502	-0.008	-0.992	0.2	-0.992	0.192	0.2	0.184	-0.992	0.224	-0.184
0.504	-0.176	-0.992	-0.04	-0.992	0.088	0.264	0.032	-0.992	0	-0.2
0.506	-0.288	-0.992	-0.248	-0.992	-0.144	0.232	-0.16	-0.992	-0.088	0
0.508	-0.216	-0.992	-0.328	-0.992	-0.296	0	-0.304	-0.992	-0.288	0.128
0.51	-0.08	-0.992	-0.176	-0.992	-0.288	-0.192	-0.184	-0.992	-0.272	0.224
0.512	0.144	-0.992	-0.024	-0.992	-0.048	-0.296	0.024	-0.992	-0.008	0.232
0.514	0.232	-0.992	0.144	-0.992	0.144	-0.296	0.128	-0.992	0.072	0.056
0.516	0.248	-0.992	0.304	-0.992	0.28	-0.048	0.224	-0.992	0.232	-0.056
0.518	0.048	-0.992	0.248	-0.992	0.232	0.152	0.256	-0.992	0.224	-0.248
0.52	-0.056	-0.992	0.088	-0.992	0.184	0.296	0.088	-0.992	0.12	-0.232
0.522	-0.208	-0.992	-0.176	-0.992	-0.176	0.256	-0.104	-0.992	-0.032	-0.056
0.524	-0.288	-0.992	-0.304	-0.992	-0.288	0.088	-0.256	-0.992	-0.224	0.104
0.526	-0.16	-0.992	-0.416	-0.992	-0.304	-0.112	-0.248	-0.992	-0.232	0.28
0.528	0.04	-0.992	-0.032	-0.992	-0.136	-0.312	-0.072	-0.992	-0.128	0.272
0.53	0.184	-0.992	0.128	-0.992	0.16	-0.36	0.064	-0.992	0.072	0.096
