Time	1st	2nd	3rd	4th	5th
0.368	-102.4	-102.4	-102.4	-102.4	4
0.37	-102.4	-102.4	-102.4	-102.4	4
0.372	-102.4	-102.4	-102.4	-102.4	4
0.374	-102.4	-102.4	-102.4	-102.4	3.2
0.376	-102.4	-102.4	-102.4	-102.4	3.2
0.378	-102.4	-102.4	-102.4	-102.4	2.4
0.38	-102.4	-102.4	-102.4	-102.4	4
0.382	-102.4	-102.4	-102.4	-102.4	4
0.384	-102.4	-102.4	-102.4	-102.4	4
0.386	-102.4	-102.4	-102.4	-102.4	3.2
0.388	-102.4	-102.4	-102.4	-102.4	2.4
0.39	-102.4	-102.4	-102.4	-102.4	2.4
0.392	-102.4	-102.4	3.2	-102.4	3.2
0.394	-102.4	-102.4	3.2	-102.4	3.2
0.396	-102.4	-102.4	3.2	-102.4	3.2
0.398	-102.4	-102.4	4	-102.4	2.4
0.4	-102.4	-102.4	4	-102.4	3.2
0.402	-102.4	-102.4	3.2	-102.4	4
0.404	-102.4	-102.4	3.2	-102.4	2.4
0.406	-102.4	-102.4	4	-102.4	4
0.408	-102.4	-102.4	3.2	-102.4	4
0.41	-102.4	-102.4	3.2	-102.4	3.2
0.412	-102.4	-102.4	4	-102.4	4
0.414	-102.4	-102.4	2.4	-102.4	3.2
0.416	-102.4	-102.4	3.2	-102.4	4
0.418	-102.4	-102.4	4	-102.4	4
0.42	-102.4	-102.4	4	-102.4	1.6
0.422	-102.4	-102.4	3.2	-102.4	3.2
0.424	-102.4	-102.4	4	-102.4	3.2
0.426	-102.4	-102.4	3.2	-102.4	4
0.428	-102.4	-102.4	4	-102.4	3.2
0.43	-102.4	-102.4	3.2	-102.4	4
0.432	-102.4	-102.4	4	-102.4	4
0.434	-102.4	-102.4	4	-102.4	2.4
0.436	-102.4	-102.4	3.2	-102.4	3.2
0.438	-102.4	-102.4	3.2	-102.4	4
0.44	-102.4	-102.4	1.6	-102.4	3.2
0.442	-102.4	-102.4	3.2	-102.4	4
0.444	-102.4	-102.4	4	-102.4	3.2
0.446	-102.4	-102.4	3.2	-102.4	2.4
