Time	1st	2nd	3rd	4th	5th
0.5	2.4	3.2	3.2	-0.8	-102.4
0.502	3.2	3.2	3.2	-1.6	-102.4
0.504	3.2	3.2	3.2	-0.8	-102.4
0.506	2.4	4	2.4	-0.8	-102.4
0.508	3.2	3.2	2.4	0	-102.4
0.51	3.2	3.2	3.2	-2.4	-102.4
0.512	2.4	3.2	4	-0.8	-102.4
0.514	3.2	3.2	3.2	-0.8	-102.4
0.516	3.2	4	1.6	-0.8	-102.4
0.518	2.4	3.2	3.2	-0.8	-102.4
0.52	3.2	3.2	2.4	-2.4	-102.4
0.522	3.2	3.2	3.2	-0.8	-102.4
0.524	3.2	3.2	3.2	-0.8	-102.4
0.526	3.2	4	3.2	-0.8	-102.4
0.528	3.2	3.2	3.2	-0.8	-102.4
0.53	2.4	4	3.2	-1.6	-102.4
0.532	3.2	3.2	3.2	-0.8	-102.4
0.534	2.4	4	3.2	-0.8	-102.4
0.536	2.4	3.2	3.2	-0.8	-102.4
0.538	2.4	3.2	3.2	-0.8	-102.4
0.54	2.4	3.2	3.2	-0.8	-102.4
0.542	3.2	4	3.2	-0.8	-102.4
0.544	3.2	4	3.2	-0.8	-102.4
0.546	2.4	3.2	3.2	-0.8	-102.4
0.548	3.2	4	3.2	-0.8	-102.4
0.55	3.2	3.2	3.2	-0.8	-102.4
0.552	3.2	3.2	3.2	-0.8	-102.4
0.554	2.4	3.2	3.2	-0.8	-102.4
0.556	3.2	3.2	3.2	-0.8	-102.4
0.558	2.4	4	3.2	-0.8	-102.4
0.56	2.4	4	3.2	-0.8	-102.4
0.562	3.2	3.2	2.4	-1.6	-102.4
0.564	3.2	3.2	3.2	-0.8	-102.4
0.566	3.2	3.2	3.2	-1.6	-102.4
0.568	2.4	3.2	3.2	-0.8	-102.4
0.57	2.4	3.2	3.2	-0.8	-102.4
0.572	2.4	3.2	2.4	-0.8	-102.4
0.574	3.2	4	4	-0.8	-102.4
0.576	2.4	3.2	3.2	-0.8	-102.4
0.578	2.4	3.2	4	-0.8	-102.4
0.58	2.4	4	3.2	-0.8	-102.4
0.582	2.4	3.2	3.2	-1.6	-102.4
0.584	3.2	3.2	3.2	-0.8	-102.4
0.586	2.4	3.2	3.2	-1.6	-102.4
0.588	3.2	4	3.2	-0.8	-102.4
0.59	3.2	4	3.2	-1.6	-102.4
0.592	4	3.2	3.2	-0.8	-102.4
0.594	3.2	4	3.2	-1.6	-102.4
0.596	3.2	3.2	3.2	-0.8	-102.4
0.598	3.2	3.2	3.2	-1.6	-102.4
0.6	2.4	3.2	3.2	-0.8	-102.4
0.602	2.4	4	3.2	-0.8	-102.4
0.604	3.2	3.2	3.2	-1.6	-102.4
0.606	2.4	4	3.2	-1.6	-102.4
0.608	3.2	4	2.4	-1.6	-102.4
0.61	3.2	3.2	3.2	-0.8	-102.4
0.612	3.2	4	3.2	-1.6	-102.4
0.614	3.2	3.2	3.2	-0.8	-102.4
0.616	2.4	3.2	3.2	-0.8	-102.4
0.618	3.2	3.2	3.2	-0.8	-102.4
0.62	3.2	3.2	3.2	-0.8	-102.4
0.622	2.4	3.2	3.2	-0.8	-102.4
0.624	3.2	4	3.2	-0.8	-102.4
0.626	3.2	3.2	2.4	-1.6	-102.4
0.628	2.4	3.2	3.2	-0.8	-102.4
0.63	3.2	3.2	3.2	-0.8	-102.4
0.632	3.2	4	3.2	-0.8	-102.4
0.634	3.2	4	3.2	-0.8	-102.4
0.636	3.2	4	4	-0.8	-102.4
0.638	2.4	4	3.2	-0.8	-102.4
0.64	2.4	3.2	2.4	-1.6	-102.4
0.642	3.2	4	3.2	-1.6	-102.4
0.644	2.4	3.2	4	-0.8	-102.4
0.646	2.4	4	3.2	-0.8	-102.4
0.648	2.4	3.2	3.2	-0.8	-102.4
0.65	2.4	3.2	3.2	-0.8	-102.4
0.652	3.2	3.2	2.4	-1.6	-102.4
0.654	3.2	3.2	3.2	-0.8	-102.4
0.656	3.2	3.2	3.2	-0.8	-102.4
0.658	2.4	4	3.2	-0.8	-102.4
0.66	2.4	3.2	2.4	-0.8	-102.4
0.662	3.2	4	2.4	-0.8	-102.4
0.664	2.4	4	2.4	-0.8	-102.4
0.666	2.4	3.2	3.2	-0.8	-102.4
0.668	2.4	3.2	4	-0.8	-102.4
0.67	3.2	3.2	3.2	-0.8	-102.4
0.672	2.4	3.2	3.2	-0.8	-102.4
0.674	2.4	4	2.4	-1.6	-102.4
0.676	2.4	3.2	3.2	-0.8	-102.4
0.678	2.4	3.2	3.2	-0.8	-102.4
0.68	2.4	3.2	3.2	-0.8	-102.4
0.682	2.4	3.2	2.4	-1.6	-102.4
0.684	2.4	3.2	3.2	-0.8	-102.4
0.686	3.2	3.2	3.2	-0.8	-102.4
0.688	2.4	3.2	3.2	-0.8	-102.4
0.69	3.2	4	2.4	-1.6	-102.4
0.692	3.2	3.2	3.2	-0.8	-102.4
0.694	3.2	4	2.4	-0.8	-102.4
0.696	2.4	3.2	3.2	-0.8	-102.4
0.698	2.4	3.2	2.4	-0.8	-102.4
0.7	3.2	3.2	3.2	-1.6	-102.4
0.702	2.4	3.2	3.2	-1.6	-102.4
0.704	2.4	4	3.2	-1.6	-102.4
0.706	2.4	4	3.2	-0.8	-102.4
0.708	3.2	4	2.4	-0.8	-102.4
0.71	3.2	3.2	4	-0.8	-102.4
0.712	3.2	3.2	4	-1.6	-102.4
0.714	2.4	3.2	3.2	-0.8	-102.4
0.716	3.2	4	3.2	-0.8	-102.4
0.718	2.4	4	3.2	-0.8	-102.4
0.72	3.2	3.2	3.2	-0.8	-102.4
0.722	3.2	3.2	3.2	-0.8	-102.4
0.724	3.2	3.2	3.2	-0.8	-102.4
0.726	2.4	4	3.2	-1.6	-102.4
0.728	3.2	3.2	3.2	-0.8	-102.4
0.73	3.2	4	4	0	-102.4
0.732	2.4	3.2	3.2	-1.6	-102.4
0.734	2.4	3.2	2.4	-1.6	-102.4
0.736	3.2	4	3.2	-1.6	-102.4
0.738	3.2	4	3.2	-0.8	-102.4
0.74	3.2	4	3.2	-0.8	-102.4
0.742	2.4	3.2	3.2	-0.8	-102.4
0.744	2.4	3.2	3.2	-0.8	-102.4
0.746	3.2	3.2	3.2	-0.8	-102.4
0.748	2.4	3.2	2.4	-0.8	-102.4
0.75	2.4	4	3.2	-0.8	-102.4
0.752	3.2	3.2	3.2	-1.6	-102.4
0.754	2.4	3.2	4	-0.8	-102.4
0.756	2.4	3.2	3.2	-0.8	-102.4
0.758	2.4	4	3.2	-0.8	-102.4
0.76	2.4	3.2	3.2	-0.8	-102.4
0.762	2.4	3.2	2.4	-0.8	-102.4
0.764	3.2	4	3.2	-0.8	-0.8
0.766	2.4	4	3.2	-0.8	-0.8
0.768	2.4	3.2	3.2	-0.8	0
0.77	3.2	3.2	2.4	-0.8	-0.8
0.772	3.2	3.2	3.2	-0.8	-0.8
0.774	2.4	3.2	3.2	-0.8	0
0.776	2.4	4	3.2	-0.8	-0.8
0.778	3.2	3.2	3.2	-0.8	-0.8
0.78	2.4	3.2	3.2	-0.8	-0.8
0.782	2.4	3.2	3.2	-0.8	0
0.784	4	4	3.2	-0.8	-0.8
0.786	2.4	3.2	3.2	-0.8	0
0.788	2.4	4	3.2	-0.8	-0.8
